weekday,hour,mean,std,venue
4,10,9.314814814814815,3.820619697211406,barclays center
4,11,10.407407407407407,5.503064389950756,barclays center
4,12,9.592592592592593,5.625140731215694,barclays center
4,13,7.722222222222222,4.865809349833881,barclays center
4,14,10.203703703703704,4.270918020840571,barclays center
4,15,12.11111111111111,4.191935954189324,barclays center
4,16,12.722222222222221,5.303671446989346,barclays center
4,17,17.462962962962962,7.2676926938982485,barclays center
4,18,27.14814814814815,15.158791467992785,barclays center
4,19,33.05555555555556,20.532915743527944,barclays center
4,20,26.074074074074073,18.714187788899174,barclays center
4,21,21.77777777777778,12.69625805320052,barclays center
4,22,18.01851851851852,6.628955183164637,barclays center
4,23,19.923076923076923,5.8337965771674565,barclays center
5,0,20.653846153846153,4.878462532576182,barclays center
5,1,17.076923076923077,5.512360989652377,barclays center
5,2,11.75,4.338044196522253,barclays center
5,3,8.173076923076923,3.359044879689871,barclays center
5,4,6.461538461538462,3.158937141070838,barclays center
5,5,2.8846153846153846,1.7673936294236492,barclays center
5,6,3.2884615384615383,2.4521822091204806,barclays center
5,7,4.153846153846154,2.25253334840379,barclays center
5,8,5.8076923076923075,2.9174153316239644,barclays center
5,9,9.211538461538462,3.902420256870959,barclays center
5,10,12.0,5.629056271685684,barclays center
5,11,13.826923076923077,5.16291889568087,barclays center
5,12,15.692307692307692,7.5887906539674415,barclays center
5,13,16.03846153846154,7.7382714249081825,barclays center
5,14,16.48076923076923,6.040680342852524,barclays center
5,15,14.942307692307692,4.916612342159683,barclays center
5,16,18.057692307692307,6.0501611112512155,barclays center
5,17,21.26923076923077,10.093903002706847,barclays center
5,18,24.71153846153846,10.300079075389474,barclays center
5,19,29.26923076923077,20.46241450171067,barclays center
5,20,27.115384615384617,16.387051136406747,barclays center
5,21,22.25,12.533680116187023,barclays center
5,22,17.865384615384617,6.998680116892199,barclays center
5,23,18.865384615384617,6.035934374290286,barclays center
6,0,20.423076923076923,6.307002500632645,barclays center
6,1,18.153846153846153,6.601795998608245,barclays center
6,2,12.653846153846153,5.590203670163234,barclays center
6,3,9.961538461538462,3.900535601540366,barclays center
6,4,6.5,2.9671403014733646,barclays center
6,5,3.3461538461538463,2.299911467900666,barclays center
6,6,3.326923076923077,4.540541359475109,barclays center
6,7,3.75,2.5117371537268314,barclays center
6,8,5.230769230769231,2.639187223484405,barclays center
6,9,7.365384615384615,3.301983041451483,barclays center
6,10,12.365384615384615,5.52367044122729,barclays center
6,11,16.48076923076923,13.084177519334796,barclays center
6,12,18.0,10.968761347125575,barclays center
6,13,15.23076923076923,6.320261177947164,barclays center
6,14,16.173076923076923,6.955661127416789,barclays center
6,15,17.134615384615383,7.651807030340125,barclays center
6,16,16.53846153846154,7.376330822994345,barclays center
6,17,18.03846153846154,8.267492538904685,barclays center
6,18,22.26923076923077,13.54023109921729,barclays center
6,19,25.53846153846154,23.426532250271304,barclays center
6,20,18.057692307692307,19.701113197908448,barclays center
6,21,12.711538461538462,8.160970094348135,barclays center
6,22,10.442307692307692,3.759502791168323,barclays center
6,23,9.673076923076923,4.613369972565689,barclays center
0,0,33.30769230769231,11.286880222558006,beacon theatre
0,1,16.21153846153846,6.319396032389328,beacon theatre
0,2,8.673076923076923,4.945670135786053,beacon theatre
0,3,6.0,3.503499650909297,beacon theatre
0,4,5.096153846153846,2.3702371469391017,beacon theatre
0,5,10.576923076923077,4.632985544202609,beacon theatre
0,6,23.134615384615383,5.397998344171684,beacon theatre
0,7,44.63461538461539,13.27983706218529,beacon theatre
0,8,70.57692307692308,20.80662239396263,beacon theatre
0,9,74.11538461538461,16.6069367105434,beacon theatre
0,10,75.3076923076923,11.34924798672817,beacon theatre
0,11,86.75,15.26610368000386,beacon theatre
0,12,96.78846153846153,15.002400511789391,beacon theatre
0,13,94.59615384615384,16.00644430930392,beacon theatre
0,14,108.67307692307692,18.4121881562146,beacon theatre
0,15,131.90384615384616,34.235206975885944,beacon theatre
0,16,122.61538461538461,17.650366708576048,beacon theatre
0,17,132.78846153846155,20.245877371156425,beacon theatre
0,18,159.19230769230768,23.289346602220743,beacon theatre
0,19,150.67307692307693,26.24150368856755,beacon theatre
0,20,121.38461538461539,20.29310116150637,beacon theatre
0,21,112.76923076923077,18.925670278093534,beacon theatre
0,22,94.4423076923077,18.516991096720286,beacon theatre
0,23,60.61538461538461,12.168996037268348,beacon theatre
1,0,36.84615384615385,11.093867967741062,beacon theatre
1,1,17.692307692307693,6.6907558749351255,beacon theatre
1,2,8.98076923076923,3.605498984342321,beacon theatre
1,3,5.480769230769231,2.477272255537186,beacon theatre
1,4,4.788461538461538,2.243391501692081,beacon theatre
1,5,11.365384615384615,4.494130578108741,beacon theatre
1,6,26.28846153846154,5.716630498238773,beacon theatre
1,7,48.26923076923077,14.563068229580844,beacon theatre
1,8,83.71153846153847,17.741428793249508,beacon theatre
1,9,79.76923076923077,18.644891414735294,beacon theatre
1,10,80.32692307692308,11.252400447775756,beacon theatre
1,11,88.15384615384616,11.139726851624705,beacon theatre
1,12,105.65384615384616,13.909912695324643,beacon theatre
1,13,98.9423076923077,13.650272512597502,beacon theatre
1,14,107.26923076923077,15.663264609276418,beacon theatre
1,15,130.76923076923077,17.486818996386052,beacon theatre
1,16,124.51923076923077,20.326251146514736,beacon theatre
1,17,135.0,17.17955921733618,beacon theatre
1,18,160.01923076923077,15.369297615720882,beacon theatre
1,19,159.1346153846154,22.473538990357778,beacon theatre
1,20,140.65384615384616,22.015043533452044,beacon theatre
1,21,131.80769230769232,15.699429815471643,beacon theatre
1,22,115.71153846153847,17.39093356136314,beacon theatre
1,23,76.96153846153847,16.89757093398575,beacon theatre
2,0,44.80769230769231,11.521571348337936,beacon theatre
2,1,22.596153846153847,6.809047082517914,beacon theatre
2,2,11.73076923076923,3.4134416225280955,beacon theatre
2,3,6.384615384615385,2.6946122435868363,beacon theatre
2,4,5.538461538461538,2.8523230192835523,beacon theatre
2,5,12.23076923076923,6.047574087008627,beacon theatre
2,6,24.73076923076923,4.529274644846176,beacon theatre
2,7,51.0,14.699606504003741,beacon theatre
2,8,81.92307692307692,14.635233009722414,beacon theatre
2,9,77.0,9.867752987362818,beacon theatre
2,10,82.28846153846153,11.826087046932685,beacon theatre
2,11,91.36538461538461,10.16342702383297,beacon theatre
2,12,104.01923076923077,12.16792695801159,beacon theatre
2,13,101.96153846153847,13.19679333965157,beacon theatre
2,14,109.96153846153847,15.17733286453337,beacon theatre
2,15,128.34615384615384,17.10966315134047,beacon theatre
2,16,117.57692307692308,16.03714579496204,beacon theatre
2,17,134.25,20.767503838600206,beacon theatre
2,18,170.0,22.555378472533228,beacon theatre
2,19,182.73076923076923,34.725317308007135,beacon theatre
2,20,146.6153846153846,20.3104858903984,beacon theatre
2,21,137.44230769230768,12.24170541358028,beacon theatre
2,22,120.0576923076923,15.214045963192557,beacon theatre
2,23,86.09615384615384,18.929445488066236,beacon theatre
3,0,51.51923076923077,15.846680093474374,beacon theatre
3,1,25.115384615384617,6.264289848031525,beacon theatre
3,2,13.846153846153847,4.349372798527754,beacon theatre
3,3,8.096153846153847,2.767171808725386,beacon theatre
3,4,6.4423076923076925,2.3129088852162374,beacon theatre
3,5,11.98076923076923,4.642051543653587,beacon theatre
3,6,26.75,5.148291168998147,beacon theatre
3,7,51.55769230769231,14.497347237445785,beacon theatre
3,8,79.73076923076923,15.760605373830757,beacon theatre
3,9,80.71153846153847,17.343514964165056,beacon theatre
3,10,78.86538461538461,12.05547446412014,beacon theatre
3,11,90.53846153846153,13.14394147836664,beacon theatre
3,12,108.11538461538461,9.831230442118283,beacon theatre
3,13,99.38461538461539,12.666388819688247,beacon theatre
3,14,113.75,16.731882211901357,beacon theatre
3,15,129.76923076923077,17.57740905823731,beacon theatre
3,16,119.03846153846153,20.162050878468254,beacon theatre
3,17,133.78846153846155,18.252409498164557,beacon theatre
3,18,166.65384615384616,22.087068894899208,beacon theatre
3,19,184.17307692307693,43.2107108879841,beacon theatre
3,20,152.3846153846154,23.71906972198999,beacon theatre
3,21,138.76923076923077,16.3917906098352,beacon theatre
3,22,127.1923076923077,15.767972579758567,beacon theatre
3,23,98.92307692307692,15.583860622950123,beacon theatre
4,0,67.27777777777777,20.061618914213263,beacon theatre
4,1,38.833333333333336,21.259182255878976,beacon theatre
4,2,23.166666666666668,15.858751527153705,beacon theatre
4,3,14.148148148148149,12.446727852804889,beacon theatre
4,4,9.277777777777779,7.494442385305704,beacon theatre
4,5,12.87037037037037,5.690264099373152,beacon theatre
4,6,22.88888888888889,6.435944658540713,beacon theatre
4,7,47.129629629629626,17.042727986408988,beacon theatre
4,8,81.79629629629629,25.305215831680048,beacon theatre
4,9,77.5,21.26450670208503,beacon theatre
4,10,83.57407407407408,20.77970876351005,beacon theatre
4,11,97.87037037037037,24.60100189422903,beacon theatre
4,12,110.94444444444444,26.369949067764203,beacon theatre
4,13,107.66666666666667,26.120908996289796,beacon theatre
4,14,116.48148148148148,26.970102763000742,beacon theatre
4,15,126.07407407407408,31.607171297482026,beacon theatre
4,16,112.88888888888889,27.648512646656553,beacon theatre
4,17,130.2037037037037,34.64067825255943,beacon theatre
4,18,160.16666666666666,41.42588289445267,beacon theatre
4,19,163.42592592592592,49.9779581045114,beacon theatre
4,20,123.68518518518519,35.68299847481622,beacon theatre
4,21,109.03703703703704,27.908856349791904,beacon theatre
4,22,108.03703703703704,28.60331354532526,beacon theatre
4,23,95.20370370370371,24.758745075667168,beacon theatre
5,0,80.07692307692308,14.84012334635879,beacon theatre
5,1,57.46153846153846,11.354296998573933,beacon theatre
5,2,42.38461538461539,10.65898101695273,beacon theatre
5,3,30.173076923076923,6.42519902444825,beacon theatre
5,4,17.865384615384617,7.584889121564357,beacon theatre
5,5,7.884615384615385,3.934033733688348,beacon theatre
5,6,13.326923076923077,6.53413706694718,beacon theatre
5,7,31.71153846153846,10.063205232306021,beacon theatre
5,8,56.5,14.250558984564394,beacon theatre
5,9,90.9423076923077,23.147789003414694,beacon theatre
5,10,108.46153846153847,27.725872067447266,beacon theatre
5,11,115.98076923076923,25.792908574451527,beacon theatre
5,12,120.57692307692308,30.3659678922504,beacon theatre
5,13,119.61538461538461,27.871662357926706,beacon theatre
5,14,114.67307692307692,28.780250004941035,beacon theatre
5,15,117.96153846153847,29.55749567415859,beacon theatre
5,16,118.78846153846153,32.51988021735986,beacon theatre
5,17,120.53846153846153,30.39056970506626,beacon theatre
5,18,134.44230769230768,38.1253934529558,beacon theatre
5,19,134.94230769230768,41.20746813217542,beacon theatre
5,20,107.25,29.351069726973268,beacon theatre
5,21,99.92307692307692,28.70666121634568,beacon theatre
5,22,105.65384615384616,26.468541901798062,beacon theatre
5,23,102.21153846153847,26.912593843601343,beacon theatre
6,0,86.42307692307692,23.938930598296263,beacon theatre
6,1,68.32692307692308,18.866633222979594,beacon theatre
6,2,48.90384615384615,16.797828542420984,beacon theatre
6,3,34.5,10.906914518493556,beacon theatre
6,4,21.98076923076923,9.702416081989798,beacon theatre
6,5,8.961538461538462,4.545894672233478,beacon theatre
6,6,12.365384615384615,6.042427917922404,beacon theatre
6,7,26.76923076923077,10.143316904644866,beacon theatre
6,8,53.86538461538461,17.102951065336303,beacon theatre
6,9,84.63461538461539,24.255202673074404,beacon theatre
6,10,111.96153846153847,28.77291859797247,beacon theatre
6,11,124.96153846153847,27.08082422534407,beacon theatre
6,12,126.0,23.728860561127075,beacon theatre
6,13,120.96153846153847,24.082343657088263,beacon theatre
6,14,115.88461538461539,20.641338539734186,beacon theatre
6,15,121.15384615384616,21.740343464091175,beacon theatre
6,16,125.09615384615384,26.8811907528218,beacon theatre
6,17,120.01923076923077,20.159647507632066,beacon theatre
6,18,126.75,23.734540892390335,beacon theatre
6,19,112.01923076923077,28.415330289741725,beacon theatre
6,20,86.86538461538461,15.422200506951704,beacon theatre
6,21,81.63461538461539,14.660910875259686,beacon theatre
6,22,71.3076923076923,17.865004087341372,beacon theatre
6,23,51.78846153846154,16.427304551922965,beacon theatre
0,0,32.07692307692308,14.854650230960097,bowery ballroom
0,1,20.28846153846154,12.392813443189864,bowery ballroom
0,2,11.961538461538462,7.610522999888052,bowery ballroom
0,3,7.6923076923076925,4.688485944576211,bowery ballroom
0,4,6.326923076923077,2.64738978993445,bowery ballroom
0,5,4.326923076923077,2.1394625845827644,bowery ballroom
0,6,6.403846153846154,3.1762576041662824,bowery ballroom
0,7,10.23076923076923,3.456255395289252,bowery ballroom
0,8,13.115384615384615,4.142812562450998,bowery ballroom
0,9,21.384615384615383,6.142599073566678,bowery ballroom
0,10,24.884615384615383,5.128367267421728,bowery ballroom
0,11,27.326923076923077,8.157087989261552,bowery ballroom
0,12,31.673076923076923,12.410813049231963,bowery ballroom
0,13,30.903846153846153,9.685768042034795,bowery ballroom
0,14,31.46153846153846,9.798882566268018,bowery ballroom
0,15,29.192307692307693,7.0517372676316,bowery ballroom
0,16,30.057692307692307,7.845102035199082,bowery ballroom
0,17,36.69230769230769,9.082494391633682,bowery ballroom
0,18,59.90384615384615,12.094820825435846,bowery ballroom
0,19,68.1923076923077,10.697330547601373,bowery ballroom
0,20,65.15384615384616,11.362795526275463,bowery ballroom
0,21,60.34615384615385,13.119189082102052,bowery ballroom
0,22,54.86538461538461,13.35052153810354,bowery ballroom
0,23,42.63461538461539,10.247962678740421,bowery ballroom
1,0,29.75,8.167066816927415,bowery ballroom
1,1,16.01923076923077,3.3459978119338416,bowery ballroom
1,2,10.538461538461538,4.59096101888516,bowery ballroom
1,3,6.961538461538462,3.1057286629555176,bowery ballroom
1,4,5.153846153846154,2.329559542519096,bowery ballroom
1,5,3.7115384615384617,1.9335686651384867,bowery ballroom
1,6,5.230769230769231,2.4703368398993892,bowery ballroom
1,7,8.096153846153847,3.1762576041662824,bowery ballroom
1,8,13.192307692307692,4.177617585153386,bowery ballroom
1,9,20.71153846153846,4.691822416367334,bowery ballroom
1,10,25.73076923076923,5.269651864139677,bowery ballroom
1,11,27.01923076923077,5.23371567711111,bowery ballroom
1,12,31.26923076923077,6.577189889889308,bowery ballroom
1,13,31.057692307692307,6.375238439334724,bowery ballroom
1,14,30.5,6.687711880462438,bowery ballroom
1,15,30.46153846153846,6.448777170789181,bowery ballroom
1,16,27.653846153846153,5.562072597846095,bowery ballroom
1,17,36.32692307692308,9.424043413974527,bowery ballroom
1,18,67.11538461538461,15.760031161203697,bowery ballroom
1,19,84.03846153846153,18.04021818317425,bowery ballroom
1,20,82.88461538461539,15.529420334565037,bowery ballroom
1,21,75.1923076923077,12.732602065345855,bowery ballroom
1,22,65.75,10.75917301290246,bowery ballroom
1,23,61.32692307692308,14.715233075441075,bowery ballroom
2,0,47.05769230769231,12.460783127025499,bowery ballroom
2,1,29.557692307692307,10.641047901992017,bowery ballroom
2,2,18.096153846153847,5.941742054526934,bowery ballroom
2,3,10.673076923076923,4.296469840695503,bowery ballroom
2,4,6.1923076923076925,3.3725446350246853,bowery ballroom
2,5,3.5,1.9148542155126762,bowery ballroom
2,6,5.519230769230769,2.9204511108387683,bowery ballroom
2,7,10.153846153846153,3.005776239076469,bowery ballroom
2,8,14.365384615384615,3.4014347961852587,bowery ballroom
2,9,22.0,6.148489372897009,bowery ballroom
2,10,27.076923076923077,5.2275520227760115,bowery ballroom
2,11,27.96153846153846,5.684383624859439,bowery ballroom
2,12,33.19230769230769,7.153878590237693,bowery ballroom
2,13,32.17307692307692,6.431299548016696,bowery ballroom
2,14,31.884615384615383,6.941361809525496,bowery ballroom
2,15,30.384615384615383,6.04607747141458,bowery ballroom
2,16,26.26923076923077,6.475036178611576,bowery ballroom
2,17,37.46153846153846,10.11785751648944,bowery ballroom
2,18,68.0,18.124839417814677,bowery ballroom
2,19,88.76923076923077,15.318341415127396,bowery ballroom
2,20,87.13461538461539,12.094446701922376,bowery ballroom
2,21,80.96153846153847,12.349424910737447,bowery ballroom
2,22,76.13461538461539,10.493749486267669,bowery ballroom
2,23,70.34615384615384,11.962170134587133,bowery ballroom
3,0,55.88461538461539,12.05323786318122,bowery ballroom
3,1,35.88461538461539,9.535596562877164,bowery ballroom
3,2,24.173076923076923,7.048073450703806,bowery ballroom
3,3,12.903846153846153,4.7081890085863325,bowery ballroom
3,4,8.25,3.0606612126832218,bowery ballroom
3,5,4.480769230769231,2.547512316854403,bowery ballroom
3,6,5.673076923076923,2.64738978993445,bowery ballroom
3,7,10.153846153846153,3.262289676998593,bowery ballroom
3,8,13.557692307692308,3.7906668746342613,bowery ballroom
3,9,21.25,5.223908085549986,bowery ballroom
3,10,25.826923076923077,5.429480724262982,bowery ballroom
3,11,28.71153846153846,6.826524216674591,bowery ballroom
3,12,33.42307692307692,5.974935076671327,bowery ballroom
3,13,32.96153846153846,6.444214728660114,bowery ballroom
3,14,32.67307692307692,6.513097374193905,bowery ballroom
3,15,31.596153846153847,5.951633868221186,bowery ballroom
3,16,27.78846153846154,5.764450005094745,bowery ballroom
3,17,40.65384615384615,11.323902561871913,bowery ballroom
3,18,76.09615384615384,18.39678106475409,bowery ballroom
3,19,98.1923076923077,16.767193062572723,bowery ballroom
3,20,102.65384615384616,16.53503068696894,bowery ballroom
3,21,96.59615384615384,18.10780312287086,bowery ballroom
3,22,92.51923076923077,15.339926610524884,bowery ballroom
3,23,94.63461538461539,15.595410141968992,bowery ballroom
4,0,83.27777777777777,21.652849972917778,bowery ballroom
4,1,60.22222222222222,20.865848839640865,bowery ballroom
4,2,43.18518518518518,16.017766167101062,bowery ballroom
4,3,23.87037037037037,11.843390476271782,bowery ballroom
4,4,13.018518518518519,9.848840063377526,bowery ballroom
4,5,6.648148148148148,6.884923116292631,bowery ballroom
4,6,7.0,4.754342602811209,bowery ballroom
4,7,9.5,4.027031305077658,bowery ballroom
4,8,14.981481481481481,5.7379594714390425,bowery ballroom
4,9,23.40740740740741,8.981151160653635,bowery ballroom
4,10,29.09259259259259,8.468072152611295,bowery ballroom
4,11,31.462962962962962,9.410377577416636,bowery ballroom
4,12,37.574074074074076,10.695796832457221,bowery ballroom
4,13,37.27777777777778,9.74663302612302,bowery ballroom
4,14,34.01851851851852,10.137713524244537,bowery ballroom
4,15,36.55555555555556,10.1900185469616,bowery ballroom
4,16,32.870370370370374,9.469008627545943,bowery ballroom
4,17,43.851851851851855,14.29659862886961,bowery ballroom
4,18,76.5925925925926,24.865311533941092,bowery ballroom
4,19,107.0,30.52311218336837,bowery ballroom
4,20,115.0925925925926,33.62853040652514,bowery ballroom
4,21,118.42592592592592,33.68533741368275,bowery ballroom
4,22,114.58490566037736,27.479666582251287,bowery ballroom
4,23,133.57692307692307,27.603883041600486,bowery ballroom
5,0,153.44230769230768,30.472368365222646,bowery ballroom
5,1,131.01923076923077,31.35970337033042,bowery ballroom
5,2,91.32692307692308,21.94442280643745,bowery ballroom
5,3,57.19230769230769,15.932502802464148,bowery ballroom
5,4,31.96153846153846,11.238870814924876,bowery ballroom
5,5,9.98076923076923,5.097059454524369,bowery ballroom
5,6,6.596153846153846,2.9389848546508825,bowery ballroom
5,7,10.942307692307692,5.988267815727755,bowery ballroom
5,8,13.48076923076923,5.724013348031821,bowery ballroom
5,9,23.942307692307693,8.467732204538757,bowery ballroom
5,10,41.09615384615385,11.422817919881643,bowery ballroom
5,11,57.63461538461539,14.798024306595192,bowery ballroom
5,12,68.86538461538461,17.753242008432004,bowery ballroom
5,13,68.90384615384616,18.56019313559989,bowery ballroom
5,14,61.69230769230769,17.145900397835298,bowery ballroom
5,15,55.94230769230769,14.291658696443392,bowery ballroom
5,16,52.48076923076923,13.569704411963228,bowery ballroom
5,17,64.13461538461539,19.454349628219738,bowery ballroom
5,18,90.73076923076923,25.621005004407948,bowery ballroom
5,19,112.9423076923077,34.37989235718612,bowery ballroom
5,20,120.88461538461539,34.93952974876532,bowery ballroom
5,21,124.11538461538461,35.468657164116614,bowery ballroom
5,22,123.32692307692308,36.388815968671054,bowery ballroom
5,23,154.69230769230768,46.08880535318593,bowery ballroom
6,0,161.80769230769232,46.040067145970035,bowery ballroom
6,1,130.73076923076923,35.82589455917757,bowery ballroom
6,2,89.98076923076923,32.271817599282926,bowery ballroom
6,3,63.75,20.14153352029134,bowery ballroom
6,4,34.73076923076923,13.80553367968785,bowery ballroom
6,5,12.211538461538462,5.563665523493953,bowery ballroom
6,6,5.961538461538462,3.0483781509899455,bowery ballroom
6,7,8.076923076923077,3.330466338695304,bowery ballroom
6,8,11.153846153846153,4.376338407644021,bowery ballroom
6,9,22.01923076923077,7.49507128147083,bowery ballroom
6,10,39.17307692307692,12.269396255095646,bowery ballroom
6,11,56.75,15.449950821674383,bowery ballroom
6,12,66.46153846153847,16.520292380337132,bowery ballroom
6,13,62.36538461538461,15.126951465298092,bowery ballroom
6,14,56.92307692307692,12.312668677210118,bowery ballroom
6,15,49.80769230769231,10.371602371215658,bowery ballroom
6,16,49.19230769230769,11.363923758877773,bowery ballroom
6,17,56.0,12.639806402091489,bowery ballroom
6,18,70.84615384615384,17.106797886707245,bowery ballroom
6,19,77.03846153846153,16.12811640468897,bowery ballroom
6,20,63.53846153846154,16.50960687464588,bowery ballroom
6,21,56.38461538461539,14.982543890067463,bowery ballroom
6,22,50.57692307692308,12.067369961921626,bowery ballroom
6,23,42.71153846153846,14.953964047167625,bowery ballroom
0,0,68.4423076923077,24.503231848895442,carnegie hall
0,1,35.82692307692308,14.613613252980672,carnegie hall
0,2,20.884615384615383,9.954117969717496,carnegie hall
0,3,11.615384615384615,6.2439110611352024,carnegie hall
0,4,13.173076923076923,4.705945983732703,carnegie hall
0,5,30.73076923076923,16.013616001262722,carnegie hall
0,6,108.01923076923077,42.066935637225654,carnegie hall
0,7,172.90384615384616,44.17534562838906,carnegie hall
0,8,206.23076923076923,51.10374507001414,carnegie hall
0,9,209.55769230769232,41.9567533938751,carnegie hall
0,10,174.09615384615384,31.584471001529472,carnegie hall
0,11,178.3846153846154,30.200086901675927,carnegie hall
0,12,195.3653846153846,28.370122952143845,carnegie hall
0,13,188.46153846153845,31.41216296119152,carnegie hall
0,14,197.32692307692307,31.533810770654682,carnegie hall
0,15,199.55769230769232,22.65808383772967,carnegie hall
0,16,188.23076923076923,26.01780339525858,carnegie hall
0,17,196.26923076923077,29.07334564248948,carnegie hall
0,18,223.78846153846155,33.94940672816787,carnegie hall
0,19,203.51923076923077,32.18847095066461,carnegie hall
0,20,176.42307692307693,25.103976838182547,carnegie hall
