weekday,hour,mean,std,venue
0,21,176.55769230769232,30.07077498661492,carnegie hall
0,22,173.96153846153845,33.08157566633004,carnegie hall
0,23,122.11538461538461,28.699015386645165,carnegie hall
1,0,76.78846153846153,23.758867519770824,carnegie hall
1,1,37.57692307692308,11.635554291921007,carnegie hall
1,2,20.71153846153846,7.233735070965971,carnegie hall
1,3,10.98076923076923,3.71795001820334,carnegie hall
1,4,12.807692307692308,3.5757267822242986,carnegie hall
1,5,39.34615384615385,19.781041245601322,carnegie hall
1,6,125.61538461538461,35.19478228159922,carnegie hall
1,7,205.48076923076923,25.84151575762505,carnegie hall
1,8,245.3846153846154,26.860681846537982,carnegie hall
1,9,235.32692307692307,27.181107303943243,carnegie hall
1,10,194.8846153846154,21.42991664239856,carnegie hall
1,11,199.78846153846155,24.811711765293058,carnegie hall
1,12,217.96153846153845,30.018269952148472,carnegie hall
1,13,203.1346153846154,28.800210270306646,carnegie hall
1,14,208.8653846153846,22.638704360967484,carnegie hall
1,15,207.8653846153846,23.661857157942947,carnegie hall
1,16,186.94230769230768,23.09011626388961,carnegie hall
1,17,187.57692307692307,23.902864012372387,carnegie hall
1,18,220.82692307692307,25.051884320225632,carnegie hall
1,19,220.98076923076923,36.16275322711628,carnegie hall
1,20,181.28846153846155,22.555671030274034,carnegie hall
1,21,187.05769230769232,21.344433504521948,carnegie hall
1,22,187.3846153846154,24.975402680734845,carnegie hall
1,23,145.09615384615384,30.290268686063285,carnegie hall
2,0,84.40384615384616,22.797711972729928,carnegie hall
2,1,45.92307692307692,11.58404269885383,carnegie hall
2,2,24.057692307692307,7.110923553647727,carnegie hall
2,3,14.48076923076923,4.327252375604171,carnegie hall
2,4,14.576923076923077,4.127127633569227,carnegie hall
2,5,37.25,17.12110840282184,carnegie hall
2,6,125.46153846153847,36.60143656157557,carnegie hall
2,7,208.19230769230768,27.107656440706762,carnegie hall
2,8,247.92307692307693,31.486596061234998,carnegie hall
2,9,240.65384615384616,22.060420253925102,carnegie hall
2,10,201.32692307692307,23.096321032772057,carnegie hall
2,11,198.44230769230768,24.937107920384054,carnegie hall
2,12,222.30769230769232,23.87018688701696,carnegie hall
2,13,209.19230769230768,23.543067304400832,carnegie hall
2,14,200.98076923076923,25.14935027002735,carnegie hall
2,15,204.46153846153845,25.735046325029863,carnegie hall
2,16,170.67307692307693,26.862555872328436,carnegie hall
2,17,182.32692307692307,29.55335563963244,carnegie hall
2,18,212.8846153846154,23.875209758777853,carnegie hall
2,19,225.44230769230768,30.544351206869127,carnegie hall
2,20,180.19230769230768,19.567919385564213,carnegie hall
2,21,184.46153846153845,18.53926573673605,carnegie hall
2,22,193.51923076923077,24.516093461487053,carnegie hall
2,23,153.17307692307693,28.400304578487,carnegie hall
3,0,96.65384615384616,25.885028313668045,carnegie hall
3,1,50.92307692307692,13.75962572713479,carnegie hall
3,2,30.53846153846154,10.361053656884739,carnegie hall
3,3,17.192307692307693,5.763436003820615,carnegie hall
3,4,15.692307692307692,3.9384403279971845,carnegie hall
3,5,38.40384615384615,16.935007963416055,carnegie hall
3,6,127.51923076923077,38.483757910657495,carnegie hall
3,7,208.82692307692307,26.942728768336796,carnegie hall
3,8,246.46153846153845,29.07088128631805,carnegie hall
3,9,242.92307692307693,20.371881961680263,carnegie hall
3,10,206.78846153846155,16.685483344796218,carnegie hall
3,11,199.07692307692307,19.854219834807626,carnegie hall
3,12,223.8653846153846,22.037427028699362,carnegie hall
3,13,213.09615384615384,25.86030315047933,carnegie hall
3,14,213.78846153846155,24.55832316756202,carnegie hall
3,15,205.53846153846155,24.869432799780636,carnegie hall
3,16,175.26923076923077,25.121754797437298,carnegie hall
3,17,178.55769230769232,27.94070294113313,carnegie hall
3,18,216.34615384615384,28.88101664020755,carnegie hall
3,19,225.76923076923077,32.84521953733153,carnegie hall
3,20,182.30769230769232,22.033431338103473,carnegie hall
3,21,174.84615384615384,20.632531533141133,carnegie hall
3,22,180.6346153846154,20.54743803137247,carnegie hall
3,23,161.32692307692307,22.40598760472269,carnegie hall
4,0,110.75925925925925,30.590376576034366,carnegie hall
4,1,68.5925925925926,25.644535641067506,carnegie hall
4,2,45.425925925925924,19.806232916282493,carnegie hall
4,3,30.444444444444443,16.024352536493836,carnegie hall
4,4,21.74074074074074,10.882191068889497,carnegie hall
4,5,37.2962962962963,17.608563128708766,carnegie hall
4,6,110.25925925925925,46.21899682344349,carnegie hall
4,7,172.61111111111111,54.57465603887033,carnegie hall
4,8,208.62962962962962,63.22982825369933,carnegie hall
4,9,213.92592592592592,60.11022951647008,carnegie hall
4,10,175.5,48.35511328838011,carnegie hall
4,11,172.07407407407408,42.72944804533006,carnegie hall
4,12,191.46296296296296,48.63134828830294,carnegie hall
4,13,180.77777777777777,42.54660781399601,carnegie hall
4,14,183.09259259259258,43.074866163906236,carnegie hall
4,15,180.44444444444446,42.93112811243479,carnegie hall
4,16,157.72222222222223,38.55523685970787,carnegie hall
4,17,171.46296296296296,41.981897699501786,carnegie hall
4,18,203.07692307692307,30.05083676616856,carnegie hall
4,19,234.15384615384616,41.04105291208705,carnegie hall
4,20,180.51923076923077,25.710675576739874,carnegie hall
4,21,174.5,17.33352186926123,carnegie hall
4,22,187.26923076923077,24.176731143983183,carnegie hall
4,23,179.25,28.098478780957542,carnegie hall
5,0,137.78846153846155,23.541649815127638,carnegie hall
5,1,98.98076923076923,17.784649014617976,carnegie hall
5,2,76.67307692307692,13.656458866715072,carnegie hall
5,3,56.65384615384615,12.647381524523077,carnegie hall
5,4,37.78846153846154,12.863287992534563,carnegie hall
5,5,19.53846153846154,5.507433616277856,carnegie hall
5,6,33.73076923076923,14.441383053389346,carnegie hall
5,7,65.63461538461539,34.850396709787425,carnegie hall
5,8,93.96153846153847,27.829284574700587,carnegie hall
5,9,110.3076923076923,25.178218458942133,carnegie hall
5,10,132.55769230769232,29.120717954370196,carnegie hall
5,11,166.59615384615384,36.68533906840855,carnegie hall
5,12,192.3653846153846,41.32607250243631,carnegie hall
5,13,197.1153846153846,46.55153326012773,carnegie hall
5,14,180.3653846153846,38.43457840924274,carnegie hall
5,15,182.69230769230768,42.83050885394409,carnegie hall
5,16,182.53846153846155,43.58064939291631,carnegie hall
5,17,199.0,51.04054520576716,carnegie hall
5,18,225.1346153846154,57.92118676546396,carnegie hall
5,19,239.0,68.13193659594394,carnegie hall
5,20,187.82692307692307,53.17699677892065,carnegie hall
5,21,173.67307692307693,41.001540455922786,carnegie hall
5,22,185.76923076923077,43.780923137471994,carnegie hall
5,23,183.21153846153845,44.51055681717498,carnegie hall
6,0,144.96153846153845,37.421269792470234,carnegie hall
6,1,107.42307692307692,28.02264221342125,carnegie hall
6,2,81.67307692307692,28.15623161188659,carnegie hall
6,3,67.40384615384616,19.463651004044436,carnegie hall
6,4,45.0,16.21546103170022,carnegie hall
6,5,19.673076923076923,7.848369766643697,carnegie hall
6,6,29.673076923076923,38.157938630683205,carnegie hall
6,7,45.94230769230769,26.54217026569743,carnegie hall
6,8,64.78846153846153,17.102157344090283,carnegie hall
6,9,86.59615384615384,16.965084808632778,carnegie hall
6,10,118.63461538461539,26.344645507351096,carnegie hall
6,11,150.6153846153846,32.63713381672386,carnegie hall
6,12,179.01923076923077,31.654687342781195,carnegie hall
6,13,199.94230769230768,46.03767147206879,carnegie hall
6,14,181.84615384615384,30.002212085362693,carnegie hall
6,15,167.1346153846154,29.784210085839202,carnegie hall
6,16,165.3846153846154,27.804749097918332,carnegie hall
6,17,170.92307692307693,31.086751578127966,carnegie hall
6,18,184.8846153846154,48.50132557159763,carnegie hall
6,19,164.25,29.188283306027802,carnegie hall
6,20,151.03846153846155,29.96204235195679,carnegie hall
6,21,156.40384615384616,32.00567328102856,carnegie hall
6,22,145.44230769230768,35.26338625623481,carnegie hall
6,23,109.4423076923077,28.69475149217338,carnegie hall
0,0,3.1538461538461537,2.6300273269631913,javits center roadway
0,1,2.1346153846153846,2.9240640946399576,javits center roadway
0,2,0.2692307692307692,0.6602252917735247,javits center roadway
0,3,0.36538461538461536,0.714797274258992,javits center roadway
0,4,2.980769230769231,3.3635321339760664,javits center roadway
0,5,5.8076923076923075,4.507242370432505,javits center roadway
0,6,22.21153846153846,10.96042173666463,javits center roadway
0,7,44.38461538461539,34.31580773686501,javits center roadway
0,8,75.0576923076923,86.94203916956567,javits center roadway
0,9,85.98076923076923,79.21019205182424,javits center roadway
0,10,76.6923076923077,61.93150500526525,javits center roadway
0,11,61.84615384615385,39.485109933817725,javits center roadway
0,12,48.09615384615385,32.115758526015824,javits center roadway
0,13,39.13461538461539,27.377555460384436,javits center roadway
0,14,33.59615384615385,17.179855526093228,javits center roadway
0,15,29.615384615384617,14.885384127844473,javits center roadway
0,16,20.634615384615383,8.731347280882058,javits center roadway
0,17,22.25,12.277629904767101,javits center roadway
0,18,18.78846153846154,19.388025957479616,javits center roadway
0,19,12.326923076923077,5.850158884539716,javits center roadway
0,20,8.288461538461538,4.385075126065323,javits center roadway
0,21,8.173076923076923,3.040389254272589,javits center roadway
0,22,8.576923076923077,3.8620636251811296,javits center roadway
0,23,9.826923076923077,4.566378209779729,javits center roadway
1,0,3.673076923076923,2.632535152148998,javits center roadway
1,1,2.8653846153846154,2.9507649134861,javits center roadway
1,2,0.75,0.9261982170436857,javits center roadway
1,3,0.6730769230769231,0.8336349378793405,javits center roadway
1,4,2.1923076923076925,2.3097276092559644,javits center roadway
1,5,5.423076923076923,3.94245943864225,javits center roadway
1,6,18.576923076923077,10.16789671860613,javits center roadway
1,7,33.25,19.701572545974948,javits center roadway
1,8,63.88461538461539,70.64066868595023,javits center roadway
1,9,76.61538461538461,64.58803198983352,javits center roadway
1,10,62.65384615384615,50.1424967958023,javits center roadway
1,11,47.82692307692308,30.446817119361576,javits center roadway
1,12,38.30769230769231,21.77022472934568,javits center roadway
1,13,29.826923076923077,18.69541325088637,javits center roadway
1,14,28.403846153846153,15.147975488085265,javits center roadway
1,15,26.346153846153847,13.768228011044217,javits center roadway
1,16,16.326923076923077,8.583434007815045,javits center roadway
1,17,16.634615384615383,8.239143411963159,javits center roadway
1,18,11.153846153846153,7.678297951163895,javits center roadway
1,19,9.826923076923077,4.685066613233734,javits center roadway
1,20,8.615384615384615,4.393193693608625,javits center roadway
1,21,7.903846153846154,3.11391321415338,javits center roadway
1,22,7.788461538461538,3.8873174301069464,javits center roadway
1,23,10.192307692307692,4.830615036303273,javits center roadway
2,0,4.019230769230769,2.532071806244023,javits center roadway
2,1,3.2115384615384617,3.182898780286695,javits center roadway
2,2,0.6730769230769231,0.922935509529854,javits center roadway
2,3,0.7692307692307693,0.9206856910910415,javits center roadway
2,4,2.3653846153846154,3.229938663618717,javits center roadway
2,5,6.8076923076923075,12.706395582059564,javits center roadway
2,6,17.75,14.09891526908031,javits center roadway
2,7,30.21153846153846,20.51717266236543,javits center roadway
2,8,40.94230769230769,51.20907297886234,javits center roadway
2,9,46.19230769230769,46.82258482262696,javits center roadway
2,10,35.92307692307692,29.77882268564334,javits center roadway
2,11,31.326923076923077,19.693455819424223,javits center roadway
2,12,27.615384615384617,15.278016817911483,javits center roadway
2,13,20.73076923076923,12.384549806371068,javits center roadway
2,14,19.615384615384617,8.51101672724965,javits center roadway
2,15,20.25,7.806169003410313,javits center roadway
2,16,13.884615384615385,7.011625769220845,javits center roadway
2,17,14.288461538461538,6.7630383543792965,javits center roadway
2,18,12.192307692307692,7.348571854151387,javits center roadway
2,19,10.76923076923077,6.8215787506693575,javits center roadway
2,20,9.211538461538462,5.0810549254416095,javits center roadway
2,21,7.9423076923076925,2.8861634860442265,javits center roadway
2,22,8.192307692307692,3.699700366979719,javits center roadway
2,23,9.634615384615385,4.135114319750509,javits center roadway
3,0,4.096153846153846,2.6141366466272986,javits center roadway
3,1,3.2115384615384617,2.932819953704053,javits center roadway
3,2,0.9038461538461539,1.014785119427935,javits center roadway
3,3,0.7115384615384616,0.8930348885778173,javits center roadway
3,4,2.3653846153846154,2.512937864714434,javits center roadway
3,5,6.096153846153846,6.075536336800961,javits center roadway
3,6,19.096153846153847,9.393906275512983,javits center roadway
3,7,28.403846153846153,12.875359679551792,javits center roadway
3,8,25.173076923076923,19.203473086455013,javits center roadway
3,9,36.03846153846154,29.693177098690164,javits center roadway
3,10,31.346153846153847,23.709751956910477,javits center roadway
3,11,28.48076923076923,15.550664048131779,javits center roadway
3,12,27.28846153846154,11.926797210666997,javits center roadway
3,13,23.365384615384617,12.060352880984714,javits center roadway
3,14,24.76923076923077,10.825922746733895,javits center roadway
3,15,21.884615384615383,8.396203264627122,javits center roadway
3,16,16.807692307692307,7.700365312287774,javits center roadway
3,17,20.153846153846153,9.064874279401643,javits center roadway
3,18,21.26923076923077,14.97594854060334,javits center roadway
3,19,17.576923076923077,10.798231797602378,javits center roadway
3,20,10.384615384615385,6.1997907812702335,javits center roadway
3,21,10.01923076923077,3.1899989834369555,javits center roadway
3,22,10.403846153846153,6.023677514558418,javits center roadway
3,23,10.76923076923077,4.461668485128803,javits center roadway
4,0,4.7592592592592595,2.9199068554876835,javits center roadway
4,1,3.9074074074074074,3.388485043126391,javits center roadway
4,2,1.2777777777777777,1.1060155696243938,javits center roadway
4,3,0.9259259259259259,0.9684037021090741,javits center roadway
4,4,3.2962962962962963,3.0258610477620054,javits center roadway
4,5,6.944444444444445,5.188582045973519,javits center roadway
4,6,21.555555555555557,10.386251192633367,javits center roadway
4,7,33.611111111111114,21.04390438938757,javits center roadway
4,8,37.333333333333336,38.23462818509983,javits center roadway
4,9,42.94444444444444,32.93470765853948,javits center roadway
4,10,42.5,28.768923222745524,javits center roadway
4,11,40.5,24.847269315818792,javits center roadway
4,12,40.666666666666664,20.84172158173518,javits center roadway
4,13,36.666666666666664,20.13445371533815,javits center roadway
4,14,32.65384615384615,16.95077604260217,javits center roadway
4,15,33.73076923076923,13.306515261941783,javits center roadway
4,16,26.01923076923077,10.094631430141826,javits center roadway
4,17,28.653846153846153,11.009594060982993,javits center roadway
4,18,26.25,9.128440796354493,javits center roadway
4,19,18.134615384615383,8.17943103192595,javits center roadway
4,20,13.923076923076923,6.758715952553427,javits center roadway
4,21,12.192307692307692,4.899133422925521,javits center roadway
4,22,10.326923076923077,4.30558758644567,javits center roadway
4,23,12.807692307692308,5.68119864989313,javits center roadway
5,0,6.480769230769231,4.118301499382847,javits center roadway
5,1,4.961538461538462,3.5917199902954273,javits center roadway
5,2,2.576923076923077,1.6251232694862383,javits center roadway
5,3,1.7884615384615385,1.6958604555700374,javits center roadway
5,4,4.5576923076923075,4.065220547466953,javits center roadway
5,5,10.711538461538462,7.824888744336038,javits center roadway
5,6,34.21153846153846,16.179552016946573,javits center roadway
5,7,60.13461538461539,45.493817225327696,javits center roadway
5,8,71.61538461538461,64.0508847488001,javits center roadway
5,9,75.48076923076923,53.9307800304316,javits center roadway
5,10,69.15384615384616,42.80891634052861,javits center roadway
5,11,59.46153846153846,34.42437664491034,javits center roadway
5,12,56.13461538461539,26.05275857295989,javits center roadway
5,13,48.59615384615385,26.338117918812635,javits center roadway
5,14,45.11538461538461,24.890862837401738,javits center roadway
5,15,40.98076923076923,22.727275126833828,javits center roadway
5,16,28.51923076923077,13.950177993966543,javits center roadway
5,17,25.326923076923077,11.191245096837807,javits center roadway
5,18,24.0,11.563973806442075,javits center roadway
5,19,19.346153846153847,12.388933416220848,javits center roadway
5,20,12.557692307692308,7.779846920058743,javits center roadway
5,21,10.826923076923077,4.518897808728531,javits center roadway
5,22,10.442307692307692,4.679590486266438,javits center roadway
5,23,10.653846153846153,5.790067951054464,javits center roadway
6,0,4.461538461538462,3.121472367904247,javits center roadway
6,1,3.0961538461538463,3.402764823853612,javits center roadway
6,2,1.4423076923076923,1.4060577839137245,javits center roadway
6,3,1.3846153846153846,1.0692465031341252,javits center roadway
6,4,3.8076923076923075,5.760032889130168,javits center roadway
6,5,6.423076923076923,4.469268281761455,javits center roadway
6,6,19.096153846153847,10.897489574883325,javits center roadway
6,7,45.92307692307692,39.83635454315674,javits center roadway
6,8,81.15384615384616,82.37584469271687,javits center roadway
6,9,91.32692307692308,80.59015683433182,javits center roadway
6,10,88.4423076923077,61.86399170018,javits center roadway
6,11,88.90384615384616,48.45586615993155,javits center roadway
6,12,70.21153846153847,37.37322966544292,javits center roadway
6,13,63.11538461538461,30.972887477158146,javits center roadway
6,14,57.51923076923077,22.396157219938672,javits center roadway
6,15,49.17307692307692,16.035158862907245,javits center roadway
6,16,39.71153846153846,10.62984429535963,javits center roadway
6,17,34.75,9.883388717895276,javits center roadway
6,18,28.076923076923077,8.59285191728556,javits center roadway
6,19,19.78846153846154,6.912156209829169,javits center roadway
6,20,11.096153846153847,5.247817904632457,javits center roadway
6,21,11.48076923076923,4.5610902747830995,javits center roadway
6,22,9.115384615384615,4.095209282180425,javits center roadway
6,23,8.307692307692308,4.354571461045442,javits center roadway
0,0,22.807692307692307,8.854019717527798,lincoln center for the performing arts
0,1,11.346153846153847,5.102420092406806,lincoln center for the performing arts
0,2,7.076923076923077,4.4096425262886205,lincoln center for the performing arts
0,3,4.0,2.1693045781865616,lincoln center for the performing arts
0,4,5.461538461538462,2.429084701834784,lincoln center for the performing arts
0,5,10.26923076923077,3.6251592777198924,lincoln center for the performing arts
0,6,27.96153846153846,9.875621675068357,lincoln center for the performing arts
0,7,52.34615384615385,18.29162951754818,lincoln center for the performing arts
0,8,64.71153846153847,18.440510114229525,lincoln center for the performing arts
0,9,86.4423076923077,19.421449090276816,lincoln center for the performing arts
0,10,90.25,20.135691655152364,lincoln center for the performing arts
0,11,86.36538461538461,17.405237938399686,lincoln center for the performing arts
0,12,103.26923076923077,17.724598377169954,lincoln center for the performing arts
0,13,104.5576923076923,20.551621720790052,lincoln center for the performing arts
0,14,102.32692307692308,18.13859621635173,lincoln center for the performing arts
0,15,121.42307692307692,18.96161877122677,lincoln center for the performing arts
0,16,116.36538461538461,19.48255010702397,lincoln center for the performing arts
0,17,161.67307692307693,34.75839362804056,lincoln center for the performing arts
0,18,211.23076923076923,49.01644997369897,lincoln center for the performing arts
0,19,205.76923076923077,69.34133118971245,lincoln center for the performing arts
0,20,111.23076923076923,16.022796731000376,lincoln center for the performing arts
0,21,94.63461538461539,13.486418507628176,lincoln center for the performing arts
0,22,76.13461538461539,16.21549591262345,lincoln center for the performing arts
0,23,48.15384615384615,10.68329209631015,lincoln center for the performing arts
1,0,26.807692307692307,8.654679028129216,lincoln center for the performing arts
1,1,12.48076923076923,4.908936966572273,lincoln center for the performing arts
1,2,6.480769230769231,2.7043203242755087,lincoln center for the performing arts
1,3,3.8653846153846154,1.8260516298979035,lincoln center for the performing arts
1,4,4.365384615384615,2.151414000631123,lincoln center for the performing arts
1,5,14.307692307692308,7.701638383215744,lincoln center for the performing arts
1,6,33.23076923076923,12.10188023734472,lincoln center for the performing arts
1,7,59.17307692307692,16.673004074152683,lincoln center for the performing arts
1,8,72.92307692307692,16.107294844561984,lincoln center for the performing arts
1,9,94.25,15.377440823313545,lincoln center for the performing arts
1,10,96.71153846153847,17.448340039549514,lincoln center for the performing arts
1,11,95.5,17.046073666712243,lincoln center for the performing arts
1,12,106.21153846153847,12.562528374310425,lincoln center for the performing arts
1,13,102.53846153846153,14.634717704575287,lincoln center for the performing arts
1,14,101.51923076923077,11.016013984312297,lincoln center for the performing arts
1,15,123.59615384615384,22.267764105324474,lincoln center for the performing arts
1,16,119.38461538461539,16.366098204440966,lincoln center for the performing arts
1,17,166.34615384615384,35.63424471883401,lincoln center for the performing arts
1,18,236.28846153846155,48.39232500258026,lincoln center for the performing arts
1,19,239.3653846153846,86.94375663321796,lincoln center for the performing arts
1,20,122.75,16.178992673265185,lincoln center for the performing arts
1,21,109.57692307692308,14.611768227667204,lincoln center for the performing arts
1,22,92.63461538461539,16.71799411712275,lincoln center for the performing arts
1,23,60.11538461538461,15.835742453855982,lincoln center for the performing arts
2,0,31.98076923076923,8.491034220975664,lincoln center for the performing arts
2,1,15.788461538461538,4.963934786751247,lincoln center for the performing arts
2,2,8.48076923076923,3.958066395698811,lincoln center for the performing arts
2,3,5.211538461538462,2.3873567174871297,lincoln center for the performing arts
2,4,4.403846153846154,2.135228466304777,lincoln center for the performing arts
2,5,13.192307692307692,5.632672411183201,lincoln center for the performing arts
2,6,34.21153846153846,9.202166280468617,lincoln center for the performing arts
2,7,62.88461538461539,18.116890446680234,lincoln center for the performing arts
2,8,78.1923076923077,16.81973451276623,lincoln center for the performing arts
2,9,95.25,12.90975463383725,lincoln center for the performing arts
2,10,95.67307692307692,17.12207742783998,lincoln center for the performing arts
2,11,103.15384615384616,22.074192735342407,lincoln center for the performing arts
2,12,120.61538461538461,19.227384317486027,lincoln center for the performing arts
2,13,129.05769230769232,30.687171402522296,lincoln center for the performing arts
2,14,106.5,12.440446369899794,lincoln center for the performing arts
2,15,116.61538461538461,16.782523409965293,lincoln center for the performing arts
2,16,111.53846153846153,18.14804212252233,lincoln center for the performing arts
2,17,157.44230769230768,36.96814392363202,lincoln center for the performing arts
2,18,223.46153846153845,40.246038186927045,lincoln center for the performing arts
2,19,249.8653846153846,68.53796109904262,lincoln center for the performing arts
2,20,126.51923076923077,16.773567423257465,lincoln center for the performing arts
2,21,112.96153846153847,10.348745379033161,lincoln center for the performing arts
2,22,98.21153846153847,12.083592081278114,lincoln center for the performing arts
2,23,71.07692307692308,14.255162331310224,lincoln center for the performing arts
3,0,34.76923076923077,10.218428919983745,lincoln center for the performing arts
3,1,17.23076923076923,5.571690997637284,lincoln center for the performing arts
3,2,10.788461538461538,4.679268161572222,lincoln center for the performing arts
3,3,5.673076923076923,2.4392312662880915,lincoln center for the performing arts
3,4,4.730769230769231,2.5599891591022343,lincoln center for the performing arts
3,5,14.038461538461538,5.516327061858611,lincoln center for the performing arts
3,6,36.63461538461539,10.420622175083265,lincoln center for the performing arts
3,7,62.67307692307692,16.6871103877216,lincoln center for the performing arts
3,8,79.98076923076923,22.49399953505281,lincoln center for the performing arts
3,9,104.23076923076923,25.51479031634158,lincoln center for the performing arts
3,10,96.07692307692308,15.350603429214951,lincoln center for the performing arts
3,11,95.36538461538461,11.998413042375436,lincoln center for the performing arts
3,12,111.53846153846153,15.448156865073043,lincoln center for the performing arts
3,13,105.03846153846153,14.299268510650055,lincoln center for the performing arts
3,14,113.88461538461539,23.850559122112962,lincoln center for the performing arts
3,15,118.9423076923077,20.85563210858321,lincoln center for the performing arts
3,16,110.21153846153847,16.601838474216702,lincoln center for the performing arts
3,17,160.8846153846154,33.66481484685012,lincoln center for the performing arts
3,18,230.42307692307693,42.57143760963247,lincoln center for the performing arts
3,19,251.3653846153846,80.33338105429074,lincoln center for the performing arts
3,20,123.8076923076923,16.97984787287042,lincoln center for the performing arts
3,21,116.59615384615384,13.8156768235767,lincoln center for the performing arts
3,22,99.21153846153847,10.783677823017921,lincoln center for the performing arts
3,23,75.71153846153847,11.675912087581127,lincoln center for the performing arts
4,0,44.629629629629626,13.939622225324683,lincoln center for the performing arts
4,1,26.685185185185187,14.613026075975327,lincoln center for the performing arts
4,2,17.444444444444443,11.359754625749304,lincoln center for the performing arts
4,3,9.666666666666666,6.92547934448897,lincoln center for the performing arts
4,4,7.351851851851852,5.37344065106038,lincoln center for the performing arts
4,5,11.703703703703704,4.847211334558543,lincoln center for the performing arts
4,6,25.833333333333332,10.727763311164978,lincoln center for the performing arts
4,7,52.833333333333336,24.227498800189988,lincoln center for the performing arts
4,8,75.81481481481481,30.81476861927409,lincoln center for the performing arts
4,9,94.72222222222223,27.75391637614116,lincoln center for the performing arts
4,10,101.38888888888889,30.177097817788948,lincoln center for the performing arts
4,11,94.5,23.05510216522704,lincoln center for the performing arts
4,12,113.33333333333333,26.24845008901424,lincoln center for the performing arts
4,13,112.37037037037037,29.851390597674932,lincoln center for the performing arts
4,14,114.70370370370371,31.512578877857546,lincoln center for the performing arts
4,15,123.94444444444444,29.478752608377313,lincoln center for the performing arts
4,16,113.14814814814815,26.901923482754487,lincoln center for the performing arts
4,17,147.25925925925927,44.540075312856324,lincoln center for the performing arts
4,18,212.74074074074073,55.07325659422894,lincoln center for the performing arts
4,19,285.1296296296296,83.96608621236611,lincoln center for the performing arts
4,20,115.74074074074075,33.38635196534892,lincoln center for the performing arts
4,21,95.87037037037037,22.882015922781513,lincoln center for the performing arts
4,22,90.61111111111111,21.5173617189913,lincoln center for the performing arts
4,23,76.37735849056604,18.299039923422566,lincoln center for the performing arts
5,0,58.53846153846154,11.52739539729381,lincoln center for the performing arts
5,1,40.98076923076923,9.228027181970777,lincoln center for the performing arts
5,2,31.28846153846154,8.261264534220778,lincoln center for the performing arts
5,3,22.5,6.323004994214598,lincoln center for the performing arts
5,4,15.211538461538462,5.351695858988921,lincoln center for the performing arts
5,5,7.9423076923076925,3.826704216211522,lincoln center for the performing arts
5,6,12.25,5.690980135438955,lincoln center for the performing arts
5,7,31.365384615384617,17.144173933122893,lincoln center for the performing arts
5,8,65.82692307692308,23.616811189046352,lincoln center for the performing arts
5,9,92.8076923076923,24.979237230334945,lincoln center for the performing arts
5,10,132.0,38.795593038587334,lincoln center for the performing arts
5,11,157.5,41.47784667392802,lincoln center for the performing arts
5,12,228.44230769230768,59.26491322585545,lincoln center for the performing arts
5,13,214.34615384615384,58.58122720629428,lincoln center for the performing arts
5,14,136.92307692307693,36.86586505201231,lincoln center for the performing arts
5,15,142.25,38.1955109773849,lincoln center for the performing arts
5,16,136.92307692307693,35.12490103473388,lincoln center for the performing arts
5,17,163.69230769230768,46.91316068600076,lincoln center for the performing arts
5,18,217.69230769230768,60.53342569145319,lincoln center for the performing arts
5,19,357.1730769230769,101.87780476665365,lincoln center for the performing arts
5,20,126.9423076923077,48.697309770498215,lincoln center for the performing arts
5,21,95.25,24.048867732508455,lincoln center for the performing arts
5,22,91.65384615384616,23.366546067254404,lincoln center for the performing arts
5,23,81.90384615384616,20.218666986746815,lincoln center for the performing arts
6,0,64.11538461538461,18.271003327520592,lincoln center for the performing arts
6,1,43.76923076923077,12.674840579289638,lincoln center for the performing arts
6,2,33.75,12.758503508041446,lincoln center for the performing arts
6,3,24.173076923076923,9.21788788245847,lincoln center for the performing arts
6,4,17.03846153846154,6.477598013006022,lincoln center for the performing arts
6,5,7.615384615384615,3.641556692307301,lincoln center for the performing arts
6,6,9.884615384615385,4.531605118190425,lincoln center for the performing arts
6,7,21.98076923076923,10.716471442643586,lincoln center for the performing arts
6,8,48.21153846153846,20.826394017755575,lincoln center for the performing arts
6,9,81.86538461538461,23.48218252053249,lincoln center for the performing arts
6,10,104.84615384615384,26.090629837342,lincoln center for the performing arts
6,11,126.84615384615384,26.350863821376528,lincoln center for the performing arts
6,12,153.65384615384616,34.15184352695462,lincoln center for the performing arts
6,13,160.55769230769232,35.792656417115296,lincoln center for the performing arts
6,14,189.44230769230768,51.27450670369624,lincoln center for the performing arts
6,15,143.98076923076923,39.322443017784096,lincoln center for the performing arts
6,16,138.96153846153845,34.469629450423064,lincoln center for the performing arts
6,17,123.59615384615384,21.43413039293541,lincoln center for the performing arts
6,18,136.53846153846155,28.998621697105275,lincoln center for the performing arts
6,19,117.36538461538461,34.01154869962862,lincoln center for the performing arts
6,20,79.84615384615384,18.09385619418556,lincoln center for the performing arts
6,21,70.90384615384616,12.23665277727343,lincoln center for the performing arts
6,22,58.28846153846154,15.36016817011383,lincoln center for the performing arts
6,23,41.25,11.952315388126891,lincoln center for the performing arts
0,0,83.17307692307692,30.57021564308232,madison square garden
0,1,45.67307692307692,23.600200359606582,madison square garden
0,2,27.942307692307693,13.250843053517736,madison square garden
0,3,20.673076923076923,8.873227310056222,madison square garden
0,4,34.15384615384615,8.030297079906418,madison square garden
0,5,91.46153846153847,31.524942840806847,madison square garden
